drug,drugbank-id,disease,MeshId
51,DB00221,166,D210050
454,DB01063,162,D208550
454,DB01063,269,D600807
454,DB01063,23,D115000
368,DB00882,310,D608320
368,DB00882,14,D109350
368,DB00882,129,D178600
368,DB00882,108,D161900
439,DB01019,310,D608320
439,DB01019,14,D109350
413,DB00977,276,D601626
413,DB00977,284,D604416
70,DB00270,312,D608622
70,DB00270,130,D179600
70,DB00270,108,D161900
498,DB01165,22,D114580
498,DB01165,168,D212050
498,DB01165,279,D602068
498,DB01165,220,D258360
527,DB01219,86,D147530
433,DB01008,160,D208230
433,DB01008,79,D145590
433,DB01008,112,D165720
433,DB01008,66,D140600
433,DB01008,305,D607850
433,DB01008,293,D607459
175,DB00464,254,D308205
175,DB00464,86,D147530
244,DB00596,17,D110100
244,DB00596,312,D608622
244,DB00596,103,D157700
244,DB00596,121,D171300
244,DB00596,108,D161900
17,DB00160,227,D261515
222,DB00554,0,D102100
222,DB00554,177,D217200
222,DB00554,197,D239350
222,DB00554,135,D181500
167,DB00445,14,D109350
167,DB00445,263,D600263
167,DB00445,147,D190310
547,DB01255,19,D114480
547,DB01255,241,D276300
11,DB00125,180,D220120
271,DB00653,61,D137750
271,DB00653,278,D601682
271,DB00653,62,D137760
271,DB00653,108,D161900
234,DB00580,172,D212140
183,DB00477,214,D254500
431,DB01005,19,D114480
267,DB00647,20,D114500
267,DB00647,222,D259500
267,DB00647,127,D176800
0,DB00007,42,D131200
0,DB00007,91,D150699
0,DB00007,126,D175510
0,DB00007,128,D176807
0,DB00007,274,D601518
0,DB00007,261,D600082
0,DB00007,284,D604416
352,DB00846,241,D276300
519,DB01200,177,D217200
519,DB01200,262,D600131
519,DB01200,302,D607681
519,DB01200,300,D607628
519,DB01200,285,D604827
519,DB01200,303,D607682
519,DB01200,301,D607631
519,DB01200,308,D608105
519,DB01200,248,D300491
519,DB01200,197,D239350
522,DB01204,190,D231200
522,DB01204,61,D137750
522,DB01204,97,D155100
522,DB01204,108,D161900
522,DB01204,239,D273800
428,DB01001,86,D147530
538,DB01234,118,D168100
538,DB01234,1,D102300
488,DB01136,162,D208550
488,DB01136,115,D166760
125,DB00366,42,D131200
125,DB00366,139,D184700
125,DB00366,151,D192000
169,DB00449,64,D138800
169,DB00449,240,D275000
169,DB00449,65,D140300
169,DB00449,217,D255900
77,DB00281,86,D147530
75,DB00279,64,D138800
75,DB00279,240,D275000
75,DB00279,65,D140300
75,DB00279,217,D255900
546,DB01254,249,D300494
546,DB01254,69,D143465
302,DB00721,30,D125310
302,DB00721,310,D608320
302,DB00721,312,D608622
302,DB00721,82,D146255
302,DB00721,108,D161900
21,DB00167,183,D225755
21,DB00167,306,D608033
21,DB00167,182,D225740
21,DB00167,226,D260970
560,DB01351,135,D181500
31,DB00186,210,D252320
31,DB00186,117,D167870
31,DB00186,144,D189600
281,DB00675,312,D608622
281,DB00675,78,D145500
281,DB00675,82,D146255
281,DB00675,108,D161900
54,DB00227,310,D608320
54,DB00227,72,D144010
149,DB00407,135,D181500
591,DB13919,14,D109350
591,DB13919,147,D190310
270,DB00652,177,D217200
270,DB00652,39,D127350
270,DB00652,197,D239350
270,DB00652,207,D248190
270,DB00652,145,D189800
177,DB00468,12,D109100
27,DB00179,8,D106400
273,DB00655,60,D137580
273,DB00655,312,D608622
273,DB00655,78,D145500
273,DB00655,108,D161900
396,DB00938,86,D147530
245,DB00598,3,D102500
245,DB00598,42,D131200
245,DB00598,288,D605839
245,DB00598,75,D144700
245,DB00598,151,D192000
115,DB00350,12,D109100
115,DB00350,19,D114480
115,DB00350,151,D192000
341,DB00813,160,D208230
341,DB00813,50,D133690
341,DB00813,112,D165720
341,DB00813,66,D140600
341,DB00813,305,D607850
341,DB00813,293,D607459
447,DB01041,214,D254500
447,DB01041,219,D256700
447,DB01041,235,D268220
448,DB01042,287,D605055
448,DB01042,7,D104300
448,DB01042,31,D125320
170,DB00451,86,D147530
206,DB00530,6,D104130
127,DB00368,155,D200170
127,DB00368,272,D601042
127,DB00368,79,D145590
443,DB01030,232,D266600
443,DB01030,149,D191390
443,DB01030,15,D109543
443,DB01030,92,D151400
443,DB01030,206,D247640
60,DB00244,232,D266600
392,DB00929,135,D181500
104,DB00328,37,D125853
104,DB00328,34,D125850
104,DB00328,35,D125851
104,DB00328,265,D600496
104,DB00328,139,D184700
104,DB00328,127,D176800
106,DB00332,86,D147530
574,DB01576,69,D143465
574,DB01576,250,D303110
574,DB01576,277,D601665
574,DB01576,230,D264120
321,DB00762,240,D275000
225,DB00559,165,D208920
225,DB00559,16,D109800
225,DB00559,19,D114480
225,DB00559,20,D114500
225,DB00559,181,D223350
225,DB00559,48,D133239
225,DB00559,58,D137215
225,DB00559,192,D233810
225,DB00559,193,D236000
225,DB00559,189,D231090
225,DB00559,204,D246470
225,DB00559,276,D601626
225,DB00559,15,D109543
225,DB00559,93,D151590
225,DB00559,206,D247640
225,DB00559,241,D276300
225,DB00559,212,D254400
225,DB00559,222,D259500
225,DB00559,233,D267730
225,DB00559,235,D268220
225,DB00559,137,D182280
225,DB00559,238,D273300
568,DB01400,86,D147530
56,DB00232,174,D215140
420,DB00991,8,D106400
409,DB00966,312,D608622
409,DB00966,108,D161900
117,DB00352,102,D157300
155,DB00421,69,D143465
405,DB00958,162,D208550
405,DB00958,12,D109100
405,DB00958,84,D146850
405,DB00958,87,D147540
405,DB00958,241,D276300
405,DB00958,66,D140600
523,DB01210,61,D137750
523,DB01210,278,D601682
523,DB01210,62,D137760
536,DB01232,14,D109350
536,DB01232,102,D157300
203,DB00523,174,D215140
203,DB00523,312,D608622
203,DB00523,108,D161900
68,DB00264,311,D608583
68,DB00264,299,D607554
68,DB00264,17,D110100
68,DB00264,312,D608622
68,DB00264,103,D157700
68,DB00264,108,D161900
68,DB00264,146,D190300
323,DB00764,121,D171300
131,DB00376,23,D115000
475,DB01109,22,D114580
475,DB01109,168,D212050
45,DB00211,103,D157700
45,DB00211,210,D252320
45,DB00211,83,D146500
189,DB00490,37,D125853
189,DB00490,34,D125850
189,DB00490,35,D125851
189,DB00490,265,D600496
153,DB00414,188,D230800
436,DB01016,284,D604416
114,DB00346,6,D104130
114,DB00346,312,D608622
114,DB00346,108,D161900
391,DB00928,66,D140600
391,DB00928,147,D190310
89,DB00305,16,D109800
89,DB00305,58,D137215
521,DB01203,193,D236000
521,DB01203,86,D147530
521,DB01203,276,D601626
521,DB01203,15,D109543
521,DB01203,206,D247640
521,DB01203,38,D126200
521,DB01203,128,D176807
521,DB01203,233,D267730
311,DB00744,11,D107650
311,DB00744,69,D143465
311,DB00744,57,D136200
311,DB00744,38,D126200
286,DB00687,312,D608622
286,DB00687,82,D146255
286,DB00687,108,D161900
322,DB00763,162,D208550
322,DB00763,269,D600807
322,DB00763,192,D233810
178,DB00470,162,D208550
178,DB00470,269,D600807
178,DB00470,166,D210050
85,DB00295,86,D147530
50,DB00218,162,D208550
173,DB00458,86,D147530
173,DB00458,66,D140600
520,DB01202,17,D110100
520,DB01202,312,D608622
520,DB01202,103,D157700
520,DB01202,108,D161900
520,DB01202,146,D190300
520,DB01202,147,D190310
350,DB00843,86,D147530
292,DB00697,5,D103780
331,DB00787,160,D208230
331,DB00787,49,D133600
331,DB00787,50,D133690
331,DB00787,79,D145590
331,DB00787,86,D147530
331,DB00787,90,D150600
331,DB00787,102,D157300
331,DB00787,210,D252320
331,DB00787,112,D165720
331,DB00787,66,D140600
331,DB00787,305,D607850
331,DB00787,293,D607459
400,DB00949,102,D157300
305,DB00727,37,D125853
305,DB00727,34,D125850
305,DB00727,35,D125851
305,DB00727,265,D600496
584,DB04844,17,D110100
584,DB04844,312,D608622
584,DB04844,103,D157700
584,DB04844,108,D161900
299,DB00715,162,D208550
299,DB00715,269,D600807
567,DB01399,211,D254200
567,DB01399,104,D157950
256,DB00624,72,D144010
256,DB00624,74,D144650
253,DB00620,312,D608622
253,DB00620,108,D161900
477,DB01113,312,D608622
477,DB01113,130,D179600
477,DB01113,108,D161900
140,DB00390,30,D125310
140,DB00390,273,D601367
146,DB00399,312,D608622
146,DB00399,130,D179600
146,DB00399,108,D161900
304,DB00724,145,D189800
304,DB00724,130,D179600
101,DB00324,312,D608622
101,DB00324,108,D161900
236,DB00584,14,D109350
236,DB00584,263,D600263
236,DB00584,251,D304790
236,DB00584,147,D190310
126,DB00367,83,D146500
300,DB00716,3,D102500
300,DB00716,175,D215470
300,DB00716,42,D131200
300,DB00716,139,D184700
300,DB00716,284,D604416
300,DB00716,151,D192000
403,DB00956,42,D131200
403,DB00956,284,D604416
403,DB00956,151,D192000
211,DB00537,69,D143465
211,DB00537,266,D600631
211,DB00537,270,D600808
211,DB00537,86,D147530
211,DB00537,210,D252320
211,DB00537,117,D167870
7,DB00104,36,D125852
497,DB01162,263,D600263
497,DB01162,115,D166760
107,DB00333,249,D300494
107,DB00333,109,D164230
107,DB00333,135,D181500
72,DB00275,312,D608622
72,DB00275,108,D161900
110,DB00337,14,D109350
110,DB00337,263,D600263
110,DB00337,251,D304790
110,DB00337,147,D190310
376,DB00903,5,D103780
376,DB00903,79,D145590
376,DB00903,109,D164230
342,DB00814,162,D208550
342,DB00814,269,D600807
342,DB00814,166,D210050
464,DB01080,250,D303110
464,DB01080,277,D601665
464,DB01080,230,D264120
501,DB01170,155,D200170
501,DB01170,86,D147530
501,DB01170,102,D157300
501,DB01170,107,D160750
419,DB00990,160,D208230
419,DB00990,112,D165720
419,DB00990,66,D140600
419,DB00990,305,D607850
419,DB00990,293,D607459
328,DB00775,163,D208700
328,DB00775,177,D217200
328,DB00775,262,D600131
328,DB00775,302,D607681
328,DB00775,300,D607628
328,DB00775,285,D604827
328,DB00775,303,D607682
328,DB00775,301,D607631
328,DB00775,308,D608105
328,DB00775,248,D300491
328,DB00775,234,D267740
452,DB01058,73,D144110
192,DB00494,86,D147530
512,DB01189,86,D147530
533,DB01228,19,D114480
533,DB01228,88,D148000
533,DB01228,153,D194070
551,DB01262,135,D181500
580,DB02546,25,D115300
580,DB02546,242,D277350
78,DB00282,2,D102400
78,DB00282,3,D102500
78,DB00282,19,D114480
78,DB00282,71,D143880
78,DB00282,116,D167320
78,DB00282,241,D276300
78,DB00282,214,D254500
78,DB00282,113,D166300
78,DB00282,114,D166710
46,DB00213,14,D109350
46,DB00213,263,D600263
46,DB00213,147,D190310
476,DB01110,23,D115000
476,DB01110,225,D260570
476,DB01110,130,D179600
298,DB00714,43,D131300
298,DB00714,210,D252320
298,DB00714,109,D164230
298,DB00714,117,D167870
264,DB00641,241,D276300
561,DB01356,312,D608622
561,DB01356,108,D161900
269,DB00651,86,D147530
284,DB00682,86,D147530
220,DB00550,241,D276300
337,DB00804,30,D125310
337,DB00804,260,D540000
337,DB00804,273,D601367
337,DB00804,142,D188050
509,DB01185,118,D168100
509,DB01185,119,D168600
332,DB00788,30,D125310
332,DB00788,310,D608320
332,DB00788,82,D146255
575,DB01577,250,D303110
575,DB01577,277,D601665
575,DB01577,230,D264120
502,DB01173,159,D208085
502,DB01173,177,D217200
502,DB01173,179,D218800
502,DB01173,195,D237500
502,DB01173,185,D226150
502,DB01173,28,D121200
502,DB01173,29,D121201
502,DB01173,309,D608217
502,DB01173,70,D143500
502,DB01173,194,D237450
502,DB01173,256,D308600
502,DB01173,147,D190310
388,DB00924,121,D171300
35,DB00191,250,D303110
35,DB00191,277,D601665
35,DB00191,230,D264120
287,DB00691,190,D231200
287,DB00691,312,D608622
287,DB00691,97,D155100
287,DB00691,121,D171300
287,DB00691,108,D161900
287,DB00691,239,D273800
138,DB00387,61,D137750
138,DB00387,278,D601682
138,DB00387,62,D137760
138,DB00387,79,D145590
138,DB00387,87,D147540
138,DB00387,83,D146500
138,DB00387,307,D608088
143,DB00396,250,D303110
143,DB00396,87,D147540
143,DB00396,307,D608088
143,DB00396,277,D601665
143,DB00396,230,D264120
64,DB00252,6,D104130
64,DB00252,23,D115000
64,DB00252,177,D217200
64,DB00252,111,D165199
465,DB01083,108,D161900
109,DB00335,282,D603165
109,DB00335,192,D233810
406,DB00959,312,D608622
406,DB00959,108,D161900
485,DB01129,37,D125853
485,DB01129,34,D125850
485,DB01129,35,D125851
485,DB01129,265,D600496
554,DB01275,162,D208550
554,DB01275,269,D600807
221,DB00552,160,D208230
221,DB00552,112,D165720
221,DB00552,66,D140600
221,DB00552,305,D607850
221,DB00552,293,D607459
294,DB00706,48,D133239
306,DB00731,211,D254200
151,DB00412,31,D125320
151,DB00412,118,D168100
151,DB00412,119,D168600
151,DB00412,1,D102300
23,DB00175,72,D144010
23,DB00175,273,D601367
451,DB01050,134,D181460
171,DB00454,155,D200170
171,DB00454,312,D608622
171,DB00454,86,D147530
171,DB00454,104,D157950
171,DB00454,261,D600082
171,DB00454,130,D179600
171,DB00454,108,D161900
356,DB00853,264,D600351
356,DB00853,174,D215140
356,DB00853,84,D146850
356,DB00853,251,D304790
356,DB00853,87,D147540
356,DB00853,241,D276300
356,DB00853,38,D126200
259,DB00631,157,D205700
259,DB00631,162,D208550
259,DB00631,165,D208920
259,DB00631,12,D109100
259,DB00631,32,D125600
259,DB00631,181,D223350
259,DB00631,264,D600351
259,DB00631,49,D133600
259,DB00631,192,D233810
259,DB00631,71,D143880
259,DB00631,84,D146850
259,DB00631,251,D304790
259,DB00631,87,D147540
259,DB00631,93,D151590
259,DB00631,206,D247640
259,DB00631,102,D157300
259,DB00631,241,D276300
259,DB00631,38,D126200
259,DB00631,212,D254400
259,DB00631,133,D181000
259,DB00631,94,D152700
259,DB00631,141,D188030
55,DB00230,86,D147530
55,DB00230,111,D165199
55,DB00230,1,D102300
314,DB00749,86,D147530
333,DB00790,163,D208700
333,DB00790,177,D217200
333,DB00790,29,D121201
333,DB00790,45,D132090
333,DB00790,262,D600131
333,DB00790,302,D607681
333,DB00790,300,D607628
333,DB00790,285,D604827
333,DB00790,303,D607682
333,DB00790,301,D607631
333,DB00790,46,D132100
333,DB00790,47,D132300
333,DB00790,308,D608105
333,DB00790,248,D300491
333,DB00790,234,D267740
333,DB00790,146,D190300
333,DB00790,147,D190310
444,DB01033,311,D608583
444,DB01033,299,D607554
444,DB01033,23,D115000
301,DB00717,86,D147530
158,DB00428,183,D225755
158,DB00428,306,D608033
158,DB00428,182,D225740
158,DB00428,79,D145590
158,DB00428,226,D260970
158,DB00428,138,D182830
137,DB00385,31,D125320
137,DB00385,118,D168100
137,DB00385,119,D168600
142,DB00394,177,D217200
457,DB01068,87,D147540
457,DB01068,105,D158280
457,DB01068,307,D608088
507,DB01181,299,D607554
266,DB00644,86,D147530
229,DB00570,17,D110100
229,DB00570,23,D115000
229,DB00570,67,D140850
229,DB00570,312,D608622
229,DB00570,102,D157300
229,DB00570,246,D300125
229,DB00570,103,D157700
229,DB00570,121,D171300
229,DB00570,108,D161900
229,DB00570,146,D190300
219,DB00549,240,D275000
354,DB00851,162,D208550
354,DB00851,269,D600807
354,DB00851,79,D145590
354,DB00851,307,D608088
215,DB00544,210,D252320
215,DB00544,211,D254200
8,DB00114,177,D217200
8,DB00114,197,D239350
20,DB00165,177,D217200
20,DB00165,197,D239350
530,DB01223,109,D164230
530,DB01223,135,D181500
366,DB00880,312,D608622
366,DB00880,82,D146255
366,DB00880,108,D161900
380,DB00907,311,D608583
380,DB00907,299,D607554
380,DB00907,23,D115000
176,DB00465,155,D200170
484,DB01128,14,D109350
484,DB01128,263,D600263
484,DB01128,147,D190310
184,DB00480,3,D102500
184,DB00480,19,D114480
184,DB00480,114,D166710
26,DB00178,312,D608622
26,DB00178,82,D146255
26,DB00178,108,D161900
358,DB00861,14,D109350
358,DB00861,251,D304790
358,DB00861,147,D190310
563,DB01364,118,D168100
563,DB01364,119,D168600
373,DB00898,86,D147530
382,DB00909,37,D125853
382,DB00909,34,D125850
382,DB00909,35,D125851
382,DB00909,265,D600496
42,DB00206,312,D608622
42,DB00206,108,D161900
15,DB00140,79,D145590
449,DB01043,202,D246300
369,DB00883,3,D102500
369,DB00883,116,D167320
369,DB00883,114,D166710
369,DB00883,280,D602080
307,DB00733,249,D300494
307,DB00733,183,D225755
307,DB00733,306,D608033
307,DB00733,182,D225740
307,DB00733,60,D137580
307,DB00733,226,D260970
307,DB00733,135,D181500
307,DB00733,138,D182830
417,DB00988,287,D605055
417,DB00988,7,D104300
417,DB00988,31,D125320
417,DB00988,118,D168100
401,DB00952,102,D157300
207,DB00532,102,D157300
69,DB00268,31,D125320
69,DB00268,118,D168100
69,DB00268,119,D168600
69,DB00268,1,D102300
150,DB00408,37,D125853
150,DB00408,34,D125850
150,DB00408,35,D125851
150,DB00408,265,D600496
469,DB01095,72,D144010
427,DB00999,162,D208550
427,DB00999,269,D600807
393,DB00933,8,D106400
393,DB00933,32,D125600
393,DB00933,86,D147530
393,DB00933,284,D604416
395,DB00937,162,D208550
395,DB00937,269,D600807
3,DB00017,71,D143880
3,DB00017,116,D167320
3,DB00017,114,D166710
3,DB00017,280,D602080
566,DB01395,79,D145590
566,DB01395,86,D147530
535,DB01231,12,D109100
312,DB00745,10,D107550
312,DB00745,31,D125320
312,DB00745,185,D226150
312,DB00745,105,D158280
312,DB00745,118,D168100
312,DB00745,119,D168600
312,DB00745,147,D190310
1,DB00010,284,D604416
472,DB01101,43,D131300
472,DB01101,210,D252320
472,DB01101,109,D164230
472,DB01101,117,D167870
473,DB01104,250,D303110
473,DB01104,277,D601665
473,DB01104,230,D264120
40,DB00203,129,D178600
40,DB00203,108,D161900
263,DB00640,72,D144010
549,DB01260,37,D125853
549,DB01260,34,D125850
549,DB01260,35,D125851
549,DB01260,265,D600496
174,DB00461,152,D192200
144,DB00397,21,D114550
144,DB00397,288,D605839
144,DB00397,75,D144700
144,DB00397,143,D188470
187,DB00484,311,D608583
187,DB00484,299,D607554
154,DB00419,6,D104130
154,DB00419,161,D208300
154,DB00419,264,D600351
154,DB00419,174,D215140
154,DB00419,312,D608622
154,DB00419,284,D604416
154,DB00419,108,D161900
157,DB00424,193,D236000
123,DB00363,14,D109350
123,DB00363,108,D161900
123,DB00363,147,D190310
334,DB00794,6,D104130
334,DB00794,232,D266600
247,DB00604,124,D175100
247,DB00604,160,D208230
247,DB00604,50,D133690
247,DB00604,86,D147530
247,DB00604,112,D165720
247,DB00604,66,D140600
247,DB00604,305,D607850
247,DB00604,293,D607459
277,DB00668,102,D157300
277,DB00668,246,D300125
552,DB01267,288,D605839
552,DB01267,75,D144700
134,DB00381,287,D605055
134,DB00381,7,D104300
134,DB00381,31,D125320
359,DB00863,282,D603165
344,DB00819,129,D178600
344,DB00819,108,D161900
280,DB00674,19,D114480
280,DB00674,123,D174800
293,DB00704,155,D200170
293,DB00704,86,D147530
293,DB00704,257,D310468
293,DB00704,261,D600082
408,DB00963,312,D608622
408,DB00963,78,D145500
408,DB00963,108,D161900
355,DB00852,99,D155601
355,DB00852,98,D155600
355,DB00852,241,D276300
587,DB06285,288,D605839
587,DB06285,75,D144700
165,DB00443,181,D223350
165,DB00443,193,D236000
165,DB00443,15,D109543
165,DB00443,206,D247640
165,DB00443,233,D267730
165,DB00443,137,D182280
496,DB01161,155,D200170
496,DB01161,73,D144110
496,DB01161,312,D608622
496,DB01161,86,D147530
496,DB01161,104,D157950
496,DB01161,261,D600082
496,DB01161,108,D161900
363,DB00869,162,D208550
363,DB00869,269,D600807
363,DB00869,166,D210050
111,DB00338,87,D147540
586,DB05259,3,D102500
586,DB05259,291,D606842
586,DB05259,114,D166710
255,DB00623,19,D114480
255,DB00623,175,D215470
255,DB00623,199,D241100
583,DB04272,68,D143100
319,DB00758,59,D137400
319,DB00758,263,D600263
319,DB00758,284,D604416
446,DB01039,202,D246300
446,DB01039,214,D254500
73,DB00277,162,D208550
73,DB00277,269,D600807
73,DB00277,166,D210050
116,DB00351,276,D601626
282,DB00678,135,D181500
577,DB01590,135,D181500
378,DB00905,177,D217200
43,DB00208,142,D188050
486,DB01132,116,D167320
486,DB01132,280,D602080
128,DB00371,61,D137750
128,DB00371,278,D601682
128,DB00371,62,D137760
128,DB00371,312,D608622
128,DB00371,102,D157300
128,DB00371,246,D300125
128,DB00371,108,D161900
327,DB00773,310,D608320
291,DB00696,155,D200170
291,DB00696,272,D601042
291,DB00696,102,D157300
291,DB00696,107,D160750
291,DB00696,148,D190400
348,DB00831,37,D125853
348,DB00831,34,D125850
348,DB00831,35,D125851
348,DB00831,265,D600496
481,DB01122,37,D125853
481,DB01122,34,D125850
481,DB01122,35,D125851
481,DB01122,265,D600496
99,DB00321,118,D168100
99,DB00321,119,D168600
194,DB00499,160,D208230
194,DB00499,112,D165720
194,DB00499,66,D140600
194,DB00499,305,D607850
194,DB00499,293,D607459
71,DB00273,295,D607499
71,DB00273,255,D308350
71,DB00273,86,D147530
71,DB00273,102,D157300
71,DB00273,246,D300125
71,DB00273,286,D605021
71,DB00273,230,D264120
442,DB01029,241,D276300
442,DB01029,137,D182280
47,DB00214,161,D208300
47,DB00214,264,D600351
47,DB00214,174,D215140
47,DB00214,312,D608622
47,DB00214,82,D146255
47,DB00214,113,D166300
47,DB00214,108,D161900
36,DB00193,86,D147530
36,DB00193,1,D102300
200,DB00515,312,D608622
200,DB00515,82,D146255
200,DB00515,108,D161900
87,DB00302,186,D227300
87,DB00302,51,D134430
87,DB00302,53,D134510
87,DB00302,52,D134500
87,DB00302,54,D134520
82,DB00287,61,D137750
82,DB00287,278,D601682
82,DB00287,62,D137760
82,DB00287,108,D161900
129,DB00373,129,D178600
129,DB00373,108,D161900
316,DB00754,76,D145100
316,DB00754,77,D145200
316,DB00754,136,D182000
316,DB00754,93,D151590
316,DB00754,241,D276300
316,DB00754,284,D604416
252,DB00619,6,D104130
252,DB00619,162,D208550
252,DB00619,22,D114580
252,DB00619,181,D223350
252,DB00619,49,D133600
252,DB00619,87,D147540
252,DB00619,89,D148100
252,DB00619,93,D151590
252,DB00619,111,D165199
252,DB00619,122,D173200
252,DB00619,133,D181000
252,DB00619,94,D152700
252,DB00619,141,D188030
135,DB00382,156,D203700
135,DB00382,161,D208300
135,DB00382,166,D210050
135,DB00382,264,D600351
135,DB00382,174,D215140
347,DB00829,135,D181500
197,DB00502,79,D145590
197,DB00502,86,D147530
130,DB00374,118,D168100
162,DB00437,162,D208550
162,DB00437,115,D166760
162,DB00437,284,D604416
494,DB01156,12,D109100
581,DB03796,122,D173200
233,DB00575,160,D208230
233,DB00575,112,D165720
233,DB00575,66,D140600
233,DB00575,305,D607850
233,DB00575,293,D607459
93,DB00313,6,D104130
93,DB00313,287,D605055
93,DB00313,7,D104300
93,DB00313,177,D217200
93,DB00313,31,D125320
93,DB00313,197,D239350
93,DB00313,135,D181500
136,DB00384,16,D109800
25,DB00177,312,D608622
25,DB00177,108,D161900
5,DB00067,33,D125700
5,DB00067,252,D304900
80,DB00285,69,D143465
80,DB00285,295,D607499
80,DB00285,43,D131300
80,DB00285,86,D147530
80,DB00285,109,D164230
80,DB00285,117,D167870
275,DB00659,155,D200170
275,DB00659,311,D608583
275,DB00659,299,D607554
275,DB00659,23,D115000
275,DB00659,24,D115195
275,DB00659,312,D608622
275,DB00659,102,D157300
275,DB00659,108,D161900
463,DB01076,177,D217200
463,DB01076,255,D308350
463,DB01076,286,D605021
228,DB00569,19,D114480
228,DB00569,193,D236000
228,DB00569,88,D148000
228,DB00569,241,D276300
228,DB00569,212,D254400
228,DB00569,238,D273300
228,DB00569,141,D188030
212,DB00540,181,D223350
212,DB00540,193,D236000
212,DB00540,204,D246470
212,DB00540,276,D601626
212,DB00540,15,D109543
212,DB00540,206,D247640
212,DB00540,241,D276300
212,DB00540,214,D254500
212,DB00540,219,D256700
212,DB00540,233,D267730
212,DB00540,235,D268220
212,DB00540,275,D601608
212,DB00540,153,D194070
121,DB00357,193,D236000
18,DB00162,25,D115300
18,DB00162,242,D277350
12,DB00126,198,D240400
12,DB00126,158,D206200
12,DB00126,209,D250790
19,DB00163,155,D200170
19,DB00163,287,D605055
19,DB00163,7,D104300
19,DB00163,31,D125320
19,DB00163,289,D606703
19,DB00163,187,D230450
19,DB00163,191,D231900
19,DB00163,231,D266120
19,DB00163,244,D277460
579,DB01677,241,D276300
579,DB01677,212,D254400
283,DB00679,9,D107320
283,DB00679,311,D608583
283,DB00679,299,D607554
283,DB00679,30,D125310
283,DB00679,260,D540000
283,DB00679,273,D601367
218,DB00548,162,D208550
310,DB00741,162,D208550
310,DB00741,269,D600807
62,DB00246,60,D137580
62,DB00246,135,D181500
145,DB00398,3,D102500
145,DB00398,71,D143880
145,DB00398,116,D167320
145,DB00398,288,D605839
145,DB00398,241,D276300
145,DB00398,214,D254500
145,DB00398,280,D602080
94,DB00313,102,D157300
381,DB00908,163,D208700
381,DB00908,177,D217200
381,DB00908,262,D600131
381,DB00908,302,D607681
381,DB00908,300,D607628
381,DB00908,285,D604827
381,DB00908,303,D607682
381,DB00908,301,D607631
381,DB00908,308,D608105
381,DB00908,248,D300491
381,DB00908,197,D239350
381,DB00908,234,D267740
381,DB00908,146,D190300
